AddLimit,2000,0,0
AddStopLimit,2900,0,0
AddLimit,3400,0,0
AddStopLimit,3700,0,0
AddLimit,2900,0,0
AddStop,2600,0,0
AddLimit,2900,0,0
AddLimit,2400,0,0
AddLimit,2300,0,0
AddStopLimit,2800,0,0
AddStop,7300,0,0
AddStopLimit,3600,0,0
AddLimit,2900,0,0
AddStopLimit,2500,0,0
AddLimit,2300,0,0
AddLimit,2400,0,0
AddStop,2200,0,0
AddLimit,2100,0,0
AddLimit,2300,0,0
AddLimit,2100,0,0
AddLimit,1900,0,0
AddStopLimit,4100,0,0
AddLimit,2000,0,0
AddLimit,2200,0,0
AddStop,1900,0,0
AddStop,2300,0,0
AddStopLimit,2700,0,0
AddStop,2100,0,0
AddLimit,2100,0,0
AddStop,2800,0,0
AddStopLimit,5900,0,0
AddStop,2000,0,0
AddLimit,2200,0,0
AddLimit,2700,0,0
AddLimit,2400,0,0
AddLimit,2500,0,0
AddStop,2400,0,0
AddLimit,2100,0,0
AddLimit,2100,0,0
AddLimit,2100,0,0
AddLimit,2200,0,0
AddLimit,3200,0,0
AddLimit,2700,0,0
AddStopLimit,3400,0,0
AddLimit,3000,0,0
AddStop,3400,0,0
AddMarketLimit,2700,2,0
AddLimit,2600,0,0
AddLimit,3400,0,0
AddMarketLimit,2800,3,0
AddStopLimit,2900,0,0
AddLimit,2200,0,0
AddStopLimit,2800,0,0
AddLimit,2200,0,0
AddLimit,3100,0,0
AddStop,2600,0,0
AddStopLimit,2700,0,0
AddStop,2000,0,0
AddLimit,2200,0,0
AddLimit,2100,0,0
AddStopLimit,3000,0,0
AddStop,2100,0,0
AddLimit,2300,0,0
AddStopLimit,2900,0,0
AddStopLimit,2400,0,0
AddLimit,3000,0,0
AddLimit,3000,0,0
AddStop,2400,0,0
AddStopLimit,3100,0,0
AddStop,2200,0,0
AddStopLimit,2400,0,0
AddStopLimit,2500,0,0
AddLimit,2300,0,0
AddStop,2300,0,0
AddLimit,2100,0,0
AddMarketLimit,3700,4,0
AddLimit,2200,0,0
AddLimit,2300,0,0
AddLimit,2300,0,0
AddLimit,2500,0,0
AddStop,2400,0,0
Market,2200,2,0
AddStop,2500,0,0
AddLimit,3000,0,0
AddStopLimit,3700,0,0
AddLimit,2400,0,0
AddLimit,3000,0,0
Market,3700,3,0
AddStopLimit,3200,0,0
AddStop,3300,0,0
AddStop,2300,0,0
AddStop,3600,0,0
Market,1800,1,0
AddStop,3100,0,0
AddLimit,3400,0,0
AddLimit,8700,0,1
AddStop,2400,0,0
AddStop,3300,0,0
AddLimit,2700,0,0
AddLimit,2900,0,0
AddLimit,2500,0,0
AddStop,1900,0,0
AddLimit,2200,0,0
AddLimit,2000,0,0
AddLimit,2700,0,0
AddLimit,2700,0,0
AddLimit,3100,0,0
AddStop,2700,0,0
AddLimit,2900,0,0
AddLimit,2200,0,0
AddLimit,2900,0,0
AddLimit,2400,0,0
AddLimit,2100,0,0
AddLimit,2000,0,0
AddLimit,2500,0,0
AddStopLimit,3900,0,0
AddStopLimit,2700,0,0
AddStop,2800,0,0
AddStop,2300,0,0
AddLimit,2400,0,0
AddStopLimit,2800,0,0
AddStopLimit,2400,0,0
AddStop,2300,0,0
AddStopLimit,3500,0,0
AddStop,3100,0,0
AddLimit,2000,0,0
AddStop,2700,0,0
AddLimit,2200,0,0
AddStopLimit,2500,0,0
AddLimit,2300,0,0
AddStop,2800,0,0
AddMarketLimit,2900,1,0
AddStop,2200,0,0
AddStopLimit,3200,0,0
AddStopLimit,3400,0,0
AddLimit,2300,0,0
AddStopLimit,2400,0,0
AddLimit,2200,0,0
AddStop,2600,0,0
AddStopLimit,3000,0,0
AddStopLimit,2700,0,0
AddStopLimit,3300,0,0
AddLimit,2700,0,0
AddStop,3000,0,0
AddStop,2400,0,0
AddLimit,2400,0,0
AddStop,2400,0,0
AddStop,2200,0,0
AddLimit,2400,0,0
AddLimit,3100,0,0
AddLimit,2100,0,0
AddLimit,2600,0,0
AddStop,2800,0,0
AddStopLimit,2400,0,0
AddLimit,1700,0,0
Market,3200,4,0
AddLimit,4000,0,0
AddStopLimit,2800,0,0
AddLimit,2300,0,0
AddStopLimit,2600,0,0
AddLimit,3600,0,0
AddStopLimit,3200,0,0
AddStopLimit,2700,0,0
AddStopLimit,3300,0,0
AddStop,3200,0,0
AddStopLimit,2500,0,0
AddStop,2300,0,0
AddLimit,2500,0,0
AddLimit,2300,0,0
AddLimit,2000,0,0
AddLimit,2100,0,0
AddMarketLimit,2600,2,0
AddStopLimit,2500,0,0
AddStop,2200,0,0
AddStop,2100,0,0
AddStop,2300,0,0
AddStopLimit,2800,0,0
AddLimit,3300,0,0
AddStop,3300,0,0
AddLimit,2300,0,0
AddStop,2200,0,0
AddStop,2300,0,0
AddStop,2200,0,0
AddLimit,2200,0,0
AddStopLimit,3300,0,0
AddLimit,3200,0,0
AddLimit,2800,0,0
AddLimit,3300,0,0
AddLimit,2800,0,0
AddLimit,3100,0,0
Market,1900,1,0
AddLimit,2100,0,0
AddStop,2400,0,0
AddStopLimit,3200,0,0
AddStopLimit,2500,0,0
AddStop,2200,0,0
AddStop,2000,0,0
AddLimit,2500,0,0
Market,2300,1,0
AddStopLimit,3400,0,0
AddLimit,1900,0,0
Market,1800,1,0
AddStopLimit,2500,0,0
AddLimit,2200,0,0
AddLimit,2200,0,0
AddLimit,2000,0,0
AddStop,2500,0,0
AddStopLimit,2700,0,0
AddStopLimit,2600,0,0
AddStop,2200,0,0
AddLimit,2800,0,0
AddStopLimit,2900,0,0
AddStopLimit,3100,0,0
AddLimit,3500,0,0
AddLimit,2400,0,0
AddLimit,2500,0,0
AddStopLimit,2700,0,0
AddStop,2300,0,0
AddStopLimit,2700,0,0
AddLimit,10000,0,1
AddLimit,2300,0,0
AddLimit,2100,0,0
AddLimit,1900,0,0
AddStopLimit,2700,0,0
AddStopLimit,4400,0,0
AddStop,4500,0,0
AddLimit,3400,0,0
Market,4300,4,0
AddStopLimit,4900,0,0
AddLimit,2800,0,0
AddStopLimit,2900,0,0
AddLimit,2300,0,0
AddStop,2300,0,0
AddStop,2200,0,0
AddStop,6500,0,1
AddLimit,2400,0,0
AddStopLimit,2400,0,0
AddStop,2200,0,0
AddLimit,3400,0,0
AddStop,2900,0,0
AddStopLimit,4100,0,0
AddStop,2900,0,0
AddStopLimit,6700,0,1
AddLimit,3400,0,0
AddLimit,3900,0,0
AddStopLimit,2900,0,0
AddStop,3800,0,0
AddStopLimit,3300,0,0
Market,2400,2,0
AddStop,2400,0,0
AddLimit,2200,0,0
AddStopLimit,3200,0,0
AddLimit,2500,0,0
AddStopLimit,3300,0,0
AddStop,2200,0,0
AddLimit,2900,0,0
AddLimit,1800,0,0
AddLimit,2700,0,0
AddLimit,2300,0,0
AddStop,2800,0,0
AddLimit,2500,0,0
AddLimit,2200,0,0
AddLimit,2200,0,0
AddStop,2700,0,0
Market,2200,2,0
AddLimit,2000,0,0
AddLimit,2100,0,0
AddStopLimit,2700,0,0
AddStopLimit,3400,0,0
AddStopLimit,2900,0,0
AddLimit,1800,0,0
AddLimit,1400,0,0
AddStop,25800,0,1
AddMarketLimit,3200,1,0
Market,2400,2,0
AddLimit,2300,0,0
AddStop,2700,0,0
AddStop,2800,0,0
AddStop,2400,0,0
AddStopLimit,3200,0,0
AddStop,2600,0,0
AddStop,2100,0,0
AddStopLimit,2700,0,0
AddStopLimit,6400,0,0
AddStop,2800,0,0
AddStop,2000,0,0
AddStop,2100,0,0
AddLimit,2700,0,0
AddStop,2300,0,0
Market,1900,1,0
AddLimit,2100,0,0
AddLimit,3100,0,0
AddLimit,2800,0,0
AddStopLimit,2900,0,0
AddLimit,2400,0,0
AddMarketLimit,2500,2,0
AddStopLimit,3100,0,0
AddStop,2500,0,0
AddLimit,2200,0,0
AddStop,2300,0,0
AddStop,2500,0,0
AddStop,2800,0,0
AddLimit,2000,0,0
AddLimit,2200,0,0
AddStopLimit,2800,0,0
AddLimit,2300,0,0
AddStop,2400,0,0
AddLimit,2100,0,0
AddStopLimit,2600,0,0
AddStopLimit,3100,0,0
AddStop,2100,0,0
AddLimit,2300,0,0
AddLimit,2400,0,0
AddLimit,5600,0,0
AddStop,3000,0,0
AddLimit,2600,0,0
AddLimit,2500,0,0
AddLimit,3500,0,0
AddLimit,2200,0,0
AddLimit,2100,0,0
AddStopLimit,2800,0,0
AddLimit,2400,0,0
AddStopLimit,2800,0,0
AddLimit,2300,0,0
AddLimit,2600,0,0
AddStopLimit,7700,0,0
AddStopLimit,3800,0,0
AddStop,2400,0,0
AddStopLimit,3000,0,0
AddLimit,3100,0,0
AddStop,2800,0,0
AddStop,2000,0,0
AddStopLimit,2900,0,0
AddLimit,2200,0,0
AddLimit,2500,0,0
AddLimit,2300,0,0
AddLimit,2100,0,0
AddStopLimit,2400,0,0
AddLimit,2700,0,0
AddLimit,8400,0,0
AddStop,2900,0,0
AddLimit,2000,0,0
AddStop,23300,0,0
AddStopLimit,2500,0,0
AddStop,2400,0,0
AddLimit,1900,0,0
AddStopLimit,2500,0,0
AddStop,3100,0,0
AddLimit,2000,0,0
AddStop,5100,0,0
AddStop,2700,0,0
AddLimit,3200,0,0
AddLimit,2500,0,0
AddStopLimit,2700,0,0
AddStopLimit,2500,0,0
AddStopLimit,2800,0,0
AddLimit,2500,0,0
AddLimit,4400,0,0
AddStopLimit,3500,0,0
AddStop,2200,0,0
AddLimit,3300,0,0
AddStop,2800,0,0
AddStop,2900,0,0
AddStopLimit,4900,0,0
AddLimit,3100,0,0
AddLimit,2400,0,0
AddStop,2500,0,0
AddLimit,2400,0,0
AddLimit,3800,0,0
AddLimit,3000,0,0
AddLimit,3500,0,0
AddStop,2400,0,0
AddLimit,3600,0,0
AddLimit,2200,0,0
AddLimit,2200,0,0
AddMarketLimit,2300,1,0
AddStop,2600,0,0
AddLimit,2800,0,0
AddLimit,2200,0,0
AddLimit,2400,0,0
AddStopLimit,2800,0,0
AddLimit,2200,0,0
AddStop,2200,0,0
AddStopLimit,3600,0,0
AddLimit,2100,0,0
AddStopLimit,3200,0,0
AddLimit,2300,0,0
AddLimit,2600,0,0
AddLimit,3000,0,0
AddStopLimit,3900,0,0
AddLimit,2100,0,0
AddLimit,2100,0,0
AddStop,2600,0,0
AddStop,2600,0,0
AddLimit,2900,0,0
AddStopLimit,2900,0,0
AddLimit,2300,0,0
AddStop,2600,0,0
AddStop,2400,0,0
AddStop,6200,0,1
AddLimit,2400,0,0
AddLimit,2500,0,0
AddLimit,3200,0,0
AddLimit,2400,0,0
AddStopLimit,2900,0,0
AddLimit,2300,0,0
AddLimit,2700,0,0
AddStopLimit,3200,0,0
AddLimit,2400,0,0
AddStopLimit,2700,0,0
AddStop,3100,0,0
AddLimit,3000,0,0
AddLimit,2400,0,0
AddStop,1800,0,0
AddStopLimit,2000,0,0
AddStopLimit,2000,0,0
AddLimit,1500,0,0
AddStopLimit,42200,0,0
Market,3200,4,0
AddStopLimit,2600,0,0
AddStop,2000,0,0
AddStop,2400,0,0
AddStop,2400,0,0
AddLimit,2100,0,0
AddStop,2000,0,0
AddLimit,2300,0,0
AddMarketLimit,3000,2,0
AddLimit,2300,0,0
AddLimit,2600,0,0
AddLimit,2300,0,0
AddLimit,2100,0,0
AddStopLimit,2600,0,0
AddStop,8300,0,1
AddLimit,5400,0,0
AddLimit,2700,0,0
AddStop,3600,0,0
AddLimit,2600,0,0
AddStop,4600,0,0
AddLimit,2600,0,0
AddLimit,2000,0,0
AddStop,2800,0,0
AddStop,2000,0,0
AddLimit,3600,0,0
AddStopLimit,3300,0,0
AddLimit,3100,0,0
AddStop,3100,0,0
AddLimit,2100,0,0
AddLimit,1900,0,0
AddLimit,2800,0,0
AddLimit,2100,0,0
AddLimit,2900,0,0
AddLimit,2000,0,0
AddLimit,2000,0,0
AddStopLimit,3200,0,0
AddStop,4300,0,0
AddStop,2300,0,0
AddLimit,3300,0,0
AddLimit,2300,0,0
AddMarketLimit,2200,3,0
AddLimit,1400,0,0
AddStop,5400,0,1
AddLimit,1500,0,0
Market,1800,2,0
AddLimit,2100,0,0
AddStop,1600,0,0
AddStop,1500,0,0
AddStopLimit,2000,0,0
AddLimit,1500,0,0
AddLimit,1800,0,0
AddLimit,1900,0,0
AddStop,1800,0,0
AddLimit,2000,0,0
AddLimit,1500,0,0
AddStop,1500,0,0
AddLimit,1700,0,0
AddStop,1400,0,0
AddLimit,2000,0,0
AddMarketLimit,1300,1,0
AddStopLimit,1700,0,0
AddLimit,1500,0,0
AddStopLimit,1700,0,0
AddLimit,1700,0,0
AddStopLimit,1600,0,0
AddStopLimit,1900,0,0
AddLimit,1500,0,0
AddLimit,1900,0,0
AddStop,1600,0,0
AddStop,1800,0,0
AddLimit,1600,0,0
AddStop,1800,0,0
AddStop,1400,0,0
AddStop,1400,0,0
AddStop,1300,0,0
AddStopLimit,2100,0,0
AddStopLimit,1600,0,0
AddLimit,1400,0,0
AddStop,1400,0,0
AddLimit,2600,0,0
AddLimit,5000,0,0
AddLimit,2600,0,0
AddLimit,2600,0,0
AddLimit,2200,0,0
AddLimit,2500,0,0
AddLimit,2300,0,0
Market,2100,2,0
AddLimit,2700,0,0
AddLimit,2300,0,0
AddLimit,3800,0,0
AddStop,2900,0,0
AddStop,2500,0,0
AddStop,2800,0,0
AddLimit,3100,0,0
AddStopLimit,3600,0,0
AddLimit,3800,0,0
AddStopLimit,3400,0,0
AddStop,2000,0,0
AddLimit,2100,0,0
AddLimit,2200,0,0
AddStopLimit,3000,0,0
AddLimit,2300,0,0
AddLimit,2600,0,0
AddLimit,23800,0,0
AddStop,2500,0,0
AddLimit,2800,0,0
AddStop,2600,0,0
AddStopLimit,2900,0,0
AddLimit,2300,0,0
AddStop,2700,0,0
AddStop,3700,0,0
AddLimit,2300,0,0
AddLimit,3300,0,0
AddMarketLimit,3400,2,0
AddLimit,2700,0,0
AddStop,2300,0,0
AddStopLimit,2900,0,0
AddLimit,2200,0,0
AddLimit,2400,0,0
AddLimit,2100,0,0
AddStop,2500,0,0
AddStop,2700,0,0
AddStop,2300,0,0
AddLimit,2500,0,0
AddStopLimit,3400,0,0
AddStopLimit,4000,0,0
AddLimit,2500,0,0
AddLimit,2300,0,0
AddLimit,2300,0,0
AddLimit,2200,0,0
AddStop,3300,0,0
AddStopLimit,3100,0,0
AddStopLimit,2700,0,0
Market,2200,2,0
AddLimit,2500,0,0
AddLimit,2200,0,0
AddLimit,2300,0,0
AddLimit,2500,0,0
AddLimit,2200,0,0
Market,1700,1,0
AddLimit,2800,0,0
AddLimit,2800,0,0
AddLimit,2500,0,0
AddLimit,3100,0,0
AddLimit,2300,0,0
AddStop,2400,0,0
AddLimit,2100,0,0
AddLimit,2000,0,0
AddLimit,2300,0,0
AddStopLimit,2700,0,0
AddLimit,2500,0,0
AddLimit,2100,0,0
AddStopLimit,3000,0,0
AddStopLimit,2600,0,0
AddStop,2500,0,0
AddLimit,2200,0,0
AddStopLimit,2500,0,0
AddLimit,2700,0,0
AddLimit,2600,0,0
AddLimit,2500,0,0
AddLimit,2300,0,0
AddMarketLimit,3000,3,0
AddMarketLimit,3200,6,0
AddStop,2300,0,0
AddLimit,2300,0,0
AddStop,2400,0,0
AddLimit,2700,0,0
AddStopLimit,2800,0,0
AddStopLimit,2600,0,0
AddLimit,3000,0,0
AddLimit,2000,0,0
Market,1900,1,0
AddStop,2100,0,0
AddLimit,2400,0,0
AddStop,2400,0,0
AddLimit,2300,0,0
AddStop,2400,0,0
AddLimit,2600,0,0
AddStopLimit,2700,0,0
AddLimit,2200,0,0
AddStopLimit,3500,0,0
AddLimit,3200,0,0
AddLimit,2900,0,0
AddLimit,2300,0,0
AddLimit,2300,0,0
AddLimit,3900,0,0
AddLimit,3400,0,0
AddLimit,2400,0,0
AddStop,2300,0,0
AddStopLimit,3800,0,0
AddLimit,8600,0,0
AddLimit,2300,0,0
AddStop,2400,0,0
AddStop,2700,0,0
AddLimit,2400,0,0
AddLimit,2600,0,0
AddStop,2300,0,0
AddStopLimit,2800,0,0
AddStopLimit,3100,0,0
AddLimit,2300,0,0
AddLimit,2200,0,0
